word	trending score	Sentence freq C1	Sentence freq C2	Wordnet
sanity	0.5108433734939759	385	597	True
powell	0.510752688172043	156	251	True
hobbies	0.5104712041884817	352	547	True
flutter	0.5104166666666666	66	115	True
reckoning	0.5102040816326531	68	118	True
mob	0.5101265822784811	760	1163	True
vex	0.5100671140939598	119	195	True
override	0.51	170	272	True
woof	0.51	70	121	True
celebrities	0.5099457504520796	523	805	True
pioneer	0.5096774193548387	125	204	True
adults	0.5095003518648838	1391	2115	True
placebo	0.5094339622641509	76	130	True
biologically	0.5094339622641509	76	130	True
proceedings	0.5094339622641509	129	210	True
execution	0.509090909090909	410	634	True
reassure	0.5089285714285714	82	139	True
fearing	0.5088757396449705	139	225	True
energy	0.5087160576600738	5936	8971	True
delivering	0.5085836909871244	436	673	True
ethnicity	0.5081967213114754	214	338	True
restrictive	0.5081967213114754	92	154	True
https	0.5081941707291775	19252	29051	True
milestone	0.508130081300813	216	341	True
exaggerated	0.5080213903743316	157	252	True
unpopular	0.5078125	482	742	True
monetization	0.5076923076923077	35	68	True
dunce	0.5076923076923077	35	68	True
septic	0.5076923076923077	35	68	True
cover-up	0.5076923076923077	35	68	True
worsened	0.5076923076923077	35	68	True
rainforest	0.5076923076923077	35	68	True
downfall	0.5075757575757576	234	368	True
nurse	0.507514450867052	835	1274	True
ideology	0.5075	770	1176	True
austen	0.5074626865671642	37	71	True
resists	0.5074626865671642	37	71	True
withdrawal	0.5073170731707317	380	588	True
instigated	0.5072463768115942	39	74	True
consultancy	0.5072463768115942	39	74	True
mythical	0.5071428571428571	110	181	True
corrections	0.5070422535211268	183	291	True
molesting	0.5070422535211268	41	77	True
lives	0.5069424766222727	7028	10606	True
mannerisms	0.5068493150684932	43	80	True
terrorizing	0.5068493150684932	43	80	True
removals	0.5066666666666667	45	83	True
prosecution	0.5066666666666667	195	309	True
suspending	0.5066666666666667	45	83	True
fundamentally	0.5066225165562914	272	425	True
exemplary	0.5064935064935064	47	86	True
rugs	0.5064935064935064	47	86	True
xi	0.5063694267515924	284	443	True
brain	0.5063426835804895	5567	8401	True
peddle	0.5060240963855421	53	95	True
entitled	0.5059360730593607	1065	1619	True
biodiversity	0.5058823529411764	55	98	True
unsolved	0.5057471264367817	57	101	True
electricity	0.5056746532156369	763	1164	True
dermatologist	0.5056179775280899	59	104	True
employer	0.5056179775280899	593	908	True
practitioner	0.5053763440860215	63	110	True
travellers	0.5053763440860215	63	110	True
evolves	0.5053763440860215	63	110	True
authorities	0.505338078291815	532	816	True
dildo	0.5051020408163265	166	265	True
coward	0.5049833887043189	572	876	True
piers	0.5048543689320388	176	280	True
police	0.5047141119221411	6546	9865	True
sectors	0.5046728971962616	184	292	True
protection	0.5046357615894039	1480	2242	True
unbeatable	0.5045871559633027	79	134	True
developmental	0.5043478260869565	85	143	True
enacted	0.5042735042735043	87	146	True
wages	0.5040983606557377	702	1071	True
erotic	0.504	95	158	True
eradicate	0.504	95	158	True
participant	0.504	95	158	True
farmers	0.503945885005637	857	1304	True
wallet	0.5038062283737024	1415	2143	True
willfully	0.5037593984962406	103	170	True
invested	0.5036496350364964	929	1412	True
subconsciously	0.5036496350364964	107	176	True
wholesale	0.5035971223021583	109	179	True
industry	0.503525641025641	3090	4661	True
inflicted	0.5034965034965035	113	185	True
cancelling	0.503448275862069	260	406	True
traveler	0.5033112582781457	121	197	True
weirdly	0.5032467532467533	278	433	True
racial	0.5029498525073747	648	989	True
spouse	0.5026041666666666	354	547	True
fees	0.5023255813953489	1260	1908	True
manufactured	0.5021459227467812	203	320	True
hindi	0.5019762845849802	476	730	True
reducing	0.5018796992481203	502	769	True
utilize	0.5016611295681063	271	422	True
plague	0.5014164305949008	323	500	True
mc	0.5012820512820513	750	1141	True
coin	0.5004163197335554	1171	1772	True
unfolding	0.5	60	105	True
disservice	0.5	94	156	True
mussolini	0.5	48	87	True
timings	0.5	86	144	True
clarification	0.5	352	543	True
relearn	0.5	32	63	True
frivolous	0.5	64	111	True
administrations	0.5	56	99	True
straights	0.5	44	81	True
saliva	0.5	78	132	True
dismantling	0.5	78	132	True
gimmicks	0.5	54	96	True
hysteria	0.5	134	216	True
apologist	0.5	96	159	True
sissy	0.5	156	249	True
pension	0.5	378	582	True
sympathies	0.5	56	99	True
profitability	0.5	40	75	True
primo	0.5	30	60	True
admired	0.5	140	225	True
thumbnails	0.5	60	105	True
prompt	0.5	512	783	True
recommends	0.5	130	210	True
monstrous	0.5	74	126	True
mistrust	0.5	38	72	True
expressive	0.5	66	114	True
refunded	0.5	150	240	True
animate	0.5	88	147	True
classrooms	0.5	106	174	True
incur	0.5	44	81	True
reduce	0.4993961352657005	1626	2453	True
americans	0.4992096944151739	3766	5661	True
grief	0.4991624790619765	567	865	True
income	0.4991047448522829	2204	3319	True
rights	0.498846331333641	4304	6466	True
licking	0.4984025559105431	283	439	True
exposed	0.49838187702265374	1206	1822	True
masculine	0.49814126394052044	239	373	True
mount	0.4978601997146933	671	1020	True
competent	0.49783549783549785	432	662	True
invading	0.4977578475336323	193	304	True
owners	0.4975609756097561	1405	2119	True
pawn	0.49746192893401014	167	265	True
pits	0.49710982658959535	143	229	True
charitable	0.49710982658959535	143	229	True
economics	0.4970845481049563	656	997	True
chile	0.49696969696969695	300	464	True
executive	0.49696233292831105	793	1202	True
struggling	0.49695550351288054	2105	3166	True
stock	0.49692257855523164	3057	4591	True
satanic	0.4968944099378882	131	211	True
gaps	0.49683544303797467	286	443	True
clarity	0.49676025917926564	433	663	True
reviewed	0.49671772428884026	427	654	True
obligated	0.4966216216216216	266	413	True
embarrassing	0.49657064471879286	1428	2152	True
muscular	0.496551724137931	115	187	True
overreacting	0.49645390070921985	111	181	True
undeniable	0.49640287769784175	109	178	True
cells	0.4962630792227205	639	971	True
scapegoat	0.49612403100775193	99	163	True
parasites	0.49606299212598426	97	160	True
exceeds	0.49606299212598426	97	160	True
sensitive	0.4960254372019078	1228	1852	True
overwhelm	0.49586776859504134	91	151	True
enroll	0.49586776859504134	91	151	True
monitoring	0.49572649572649574	321	495	True
loans	0.49537037037037035	834	1262	True
achieve	0.4952178533475027	1852	2784	True
bleach	0.4950980392156863	378	580	True
procedures	0.49480968858131485	259	402	True
spectators	0.49473684210526314	65	112	True
temporarily	0.49464668094218417	437	668	True
babylon	0.4946236559139785	63	109	True
babu	0.4945054945054945	61	106	True
highlighting	0.4942084942084942	229	357	True
slog	0.49411764705882355	55	97	True
camps	0.49411764705882355	480	732	True
tens	0.49404761904761907	306	472	True
disability	0.4939271255060729	464	708	True
duality	0.49382716049382713	51	91	True
normalizing	0.49382716049382713	51	91	True
debt	0.49379932356257045	1744	2620	True
responsible	0.4937424303593056	2447	3670	True
dilute	0.4936708860759494	49	88	True
bengali	0.4936708860759494	49	88	True
nutrients	0.4935897435897436	126	203	True
gcs	0.4935064935064935	47	85	True
municipality	0.4935064935064935	47	85	True
lore	0.4932349323493235	783	1184	True
amos	0.4931506849315068	43	79	True
transaction	0.4931506849315068	700	1060	True
regress	0.4927536231884058	39	73	True
unemployed	0.4925	370	567	True
spreads	0.49242424242424243	234	364	True
marketing	0.49228395061728397	1914	2871	True
vacuous	0.4918032786885246	31	61	True
collapses	0.4918032786885246	92	152	True
resentment	0.49171270718232046	151	240	True
oath	0.4915254237288136	442	674	True
coding	0.4911894273127753	424	647	True
impeccable	0.49107142857142855	82	137	True
acknowledging	0.4910394265232975	249	386	True
peaked	0.49101796407185627	137	219	True
restock	0.49101796407185627	137	219	True
electric	0.49094202898550726	1074	1616	True
hyderabad	0.4909090909090909	135	216	True
facility	0.49080882352941174	514	781	True
starters	0.4906937394247039	561	851	True
mechanisms	0.49056603773584906	182	286	True
melatonin	0.49038461538461536	74	125	True
transitioning	0.49038461538461536	178	280	True
ensures	0.49032258064516127	125	201	True
bunny	0.4902654867256637	535	812	True
mayors	0.49019607843137253	72	122	True
destruction	0.49005847953216375	825	1244	True
breeding	0.49002849002849	321	493	True
marbles	0.49	70	119	True
irritation	0.4897959183673469	68	116	True
mullet	0.4897959183673469	68	116	True
nationwide	0.4897119341563786	213	332	True
discusses	0.4896551724137931	115	186	True
recognised	0.4896265560165975	211	329	True
morons	0.4895470383275261	544	825	True
ni	0.4894009216589862	1055	1586	True
grandson	0.4891304347826087	154	244	True
guideline	0.4891304347826087	62	107	True
manifestation	0.4888888888888889	105	171	True
bloodline	0.4883720930232558	99	162	True
goddess	0.4883720930232558	443	674	True
populations	0.48826291079812206	183	287	True
stripe	0.488	95	156	True
rotting	0.4875	130	208	True
obtuse	0.48739495798319327	89	147	True
violence	0.48739193083573484	2746	4099	True
demand	0.48733896046201686	2221	3318	True
stream	0.48728574119419854	5279	7866	True
taxpayers	0.4870689655172414	434	660	True
reserves	0.48698884758364314	239	370	True
pressuring	0.48695652173913045	85	141	True
suspended	0.4868421052631579	806	1213	True
violate	0.4867549668874172	272	419	True
problematic	0.48672566371681414	535	810	True
enthusiastic	0.4866920152091255	233	361	True
productivity	0.4864864864864865	377	575	True
donated	0.48643410852713176	486	737	True
racist	0.48612315698178665	4582	6824	True
storyteller	0.4861111111111111	42	77	True
readily	0.4861111111111111	186	291	True
sociopath	0.4858757062146893	147	233	True
surge	0.4857142857142857	285	438	True
bratty	0.4857142857142857	40	74	True
lung	0.4857142857142857	215	334	True
claiming	0.4853256979241231	1367	2045	True
debilitating	0.48514851485148514	71	120	True
riddance	0.48507462686567165	104	169	True
internationally	0.485	170	267	True
repaid	0.48484848484848486	36	68	True
persecuted	0.48484848484848486	102	166	True
authoritative	0.48484848484848486	36	68	True
braking	0.48484848484848486	69	117	True
legislatures	0.48484848484848486	36	68	True
celibate	0.48484848484848486	36	68	True
promoting	0.48478015783540024	857	1287	True
asian	0.48471290082028334	1311	1961	True
coating	0.4846153846153846	100	163	True
deliberately	0.4846153846153846	490	742	True
fetal	0.4845360824742268	67	114	True
exponentially	0.484472049689441	131	209	True
utensils	0.484375	34	65	True
expiring	0.4842105263157895	65	111	True
clutching	0.48412698412698413	96	157	True
courts	0.48405797101449277	660	994	True
justice	0.4839802834257548	3216	4787	True
indecent	0.4838709677419355	32	62	True
surviving	0.4838709677419355	342	522	True
benefiting	0.4838709677419355	94	154	True
gland	0.4838709677419355	32	62	True
billion	0.4838709677419355	1706	2546	True
plant	0.48359486447931527	1372	2050	True
severe	0.48352713178294576	1002	1501	True
acute	0.48344370860927155	121	194	True
promote	0.4834307992202729	1509	2253	True
anarchy	0.4834123222748815	181	283	True
endometriosis	0.48333333333333334	30	59	True
capitalistic	0.48333333333333334	30	59	True
proofs	0.48322147651006714	119	191	True
enabling	0.48322147651006714	268	412	True
permission	0.4831804281345566	951	1425	True
accumulating	0.48314606741573035	59	102	True
hardship	0.48314606741573035	148	234	True
ropes	0.4830917874396135	177	277	True
plots	0.4829059829059829	204	317	True
anti	0.4829009433962264	1666	2485	True
kinder	0.4825174825174825	113	182	True
approval	0.48242811501597443	909	1362	True
highlighted	0.4823529411764706	225	348	True
cv	0.4823529411764706	310	474	True
uncertainty	0.48226950354609927	252	388	True
monarch	0.48226950354609927	111	179	True
hourly	0.48214285714285715	194	302	True
freelancer	0.48214285714285715	82	136	True
sealed	0.48195876288659795	358	545	True
consuming	0.48186528497409326	356	542	True
millionaire	0.48184818481848185	273	419	True
strategically	0.4818181818181818	80	133	True
lawsuit	0.48179271708683474	327	499	True
votes	0.48176881303335917	2548	3790	True
executing	0.48175182481751827	107	173	True
refund	0.48172757475083056	1174	1754	True
protecting	0.48166501486620417	979	1465	True
rightly	0.48161764705882354	242	373	True
citizens	0.48161764705882354	2418	3597	True
ka	0.4815745393634841	1164	1739	True
fossils	0.48148148148148145	51	90	True
bouncy	0.48148148148148145	51	90	True
orang	0.48148148148148145	51	90	True
ungodly	0.48148148148148145	78	130	True
oppression	0.48130841121495327	398	604	True
deter	0.48125	130	207	True
accusing	0.48118279569892475	342	521	True
disabilities	0.4811715481171548	209	324	True
effectiveness	0.4810126582278481	207	321	True
mfs	0.4810126582278481	1076	1608	True
subsequently	0.4807692307692308	126	201	True
cultures	0.4807692307692308	438	663	True
economically	0.48068669527896996	203	315	True
kashmiri	0.4806201550387597	99	161	True
eased	0.4805194805194805	47	84	True
donors	0.4805194805194805	278	426	True
bumbling	0.4805194805194805	47	84	True
suffer	0.4804270462633452	1656	2466	True
mechanism	0.4801762114537445	424	642	True
birthing	0.48	45	81	True
obesity	0.4797979797979798	168	263	True
elevate	0.4797687861271676	143	226	True
sats	0.47959183673469385	68	115	True
projection	0.4795539033457249	239	368	True
privy	0.4794520547945205	43	78	True
clients	0.4793536804308797	1084	1618	True
payroll	0.47924528301886793	235	362	True
surgeries	0.4791666666666667	162	254	True
underpaid	0.4791666666666667	66	112	True
punctuation	0.4791666666666667	114	183	True
countrymen	0.4791666666666667	66	112	True
authors	0.47904191616766467	471	711	True
orders	0.47901399067288475	1471	2190	True
charts	0.47889908256880737	515	776	True
slave	0.47889022919179736	799	1196	True
availability	0.47883597883597884	348	529	True
don	0.47870879120879123	1426	2123	True
guerrilla	0.4782608695652174	39	72	True
rapture	0.4782608695652174	62	106	True
transition	0.4782608695652174	959	1432	True
madam	0.4781420765027322	336	511	True
pawns	0.4778761061946903	83	137	True
blacklisted	0.4777777777777778	60	103	True
unleashed	0.47770700636942676	127	202	True
outwardly	0.47761194029850745	37	69	True
violations	0.47757255936675463	349	530	True
unborn	0.47706422018348627	188	292	True
bangers	0.47701149425287354	144	227	True
dumber	0.4769874476987448	209	323	True
cops	0.47694934547524187	1727	2565	True
management	0.47694278394534584	2312	3429	True
clank	0.47692307692307695	35	66	True
subservient	0.47692307692307695	35	66	True
bigoted	0.47692307692307695	230	354	True
behavior	0.4766795036371416	2307	3421	True
beaches	0.4765957446808511	205	317	True
delusions	0.47651006711409394	119	190	True
hex	0.4764705882352941	140	221	True
profitable	0.47619047619047616	390	590	True
insisting	0.47596153846153844	178	277	True
attraction	0.4758771929824561	426	643	True
threesome	0.47586206896551725	115	184	True
brains	0.4758364312267658	777	1161	True
scraps	0.47580645161290325	94	153	True
colleagues	0.47577639751552797	775	1158	True
virtue	0.47575057736720555	403	609	True
soothe	0.47560975609756095	52	91	True
agenda	0.47543859649122805	1680	2493	True
socialist	0.47533632286995514	862	1286	True
moon	0.4751797329681616	2891	4279	True
chiefs	0.4750778816199377	612	917	True
centuries	0.4750593824228028	391	591	True
gas	0.47503201024327785	3094	4578	True
disprove	0.475	90	147	True
oppressor	0.475	50	88	True
spirituality	0.4748201438848921	109	175	True
commissioner	0.47478991596638653	208	321	True
implants	0.47474747474747475	69	116	True
ngo	0.47474747474747475	69	116	True
fund	0.4746632456703015	1529	2269	True
destructive	0.4746268656716418	305	464	True
reassurance	0.4744525547445255	107	172	True
conspiracy	0.4743687834736037	1277	1897	True
smearing	0.47435897435897434	48	85	True
masculinity	0.4743083003952569	223	343	True
databases	0.4742268041237113	67	113	True
pools	0.4740740740740741	240	368	True
panels	0.47392290249433106	411	620	True
contacting	0.47368421052631576	426	642	True
heresy	0.47368421052631576	65	110	True
overtaking	0.47368421052631576	46	82	True
leveraged	0.47368421052631576	46	82	True
juicy	0.4735202492211838	291	443	True
demolished	0.4732824427480916	101	163	True
batch	0.4732824427480916	494	742	True
remove	0.47319556753519015	3309	4889	True
plasma	0.47317073170731705	175	272	True
filed	0.47300215982721383	433	652	True
consolidated	0.47297297297297297	44	79	True
californians	0.47297297297297297	44	79	True
windfall	0.47297297297297297	44	79	True
examination	0.47282608695652173	154	241	True
oral	0.47255369928400953	389	587	True
acquitted	0.4725274725274725	61	104	True
taxation	0.4725274725274725	152	238	True
flooring	0.4725274725274725	61	104	True
crumbs	0.4725274725274725	152	238	True
society	0.4725194552529183	4082	6025	True
respectful	0.4725085910652921	552	827	True
guidance	0.47238372093023256	658	983	True
maximize	0.4723404255319149	205	316	True
discomfort	0.4722222222222222	222	341	True
lug	0.4722222222222222	42	76	True
impaired	0.4722222222222222	78	129	True
violating	0.47214076246334313	311	472	True
developed	0.4721216509775525	1351	2003	True
sham	0.4720812182741117	167	260	True
hadith	0.47191011235955055	59	101	True
regulators	0.47191011235955055	59	101	True
historically	0.47191011235955055	415	625	True
reduction	0.4718045112781955	502	753	True
surfaces	0.4716981132075472	129	204	True
moons	0.4715909090909091	146	229	True
demented	0.4715447154471545	93	151	True
provide	0.4715003275824416	4549	6708	True
genome	0.4714285714285714	40	73	True
elders	0.4713114754098361	214	329	True
readers	0.47088186356073214	571	854	True
propagandists	0.47058823529411764	38	70	True
bridging	0.47058823529411764	38	70	True
supervised	0.47058823529411764	38	70	True
oligarchy	0.47058823529411764	55	95	True
landlord	0.4704370179948586	359	542	True
crime	0.4702769996887644	3183	4694	True
resources	0.47018807523009204	2469	3644	True
skates	0.4701492537313433	104	167	True
downtime	0.46994535519125685	153	239	True
traffickers	0.46987951807228917	53	92	True
financing	0.4696969696969697	168	261	True
irishman	0.4696969696969697	36	67	True
invasion	0.4694589877835951	543	812	True
repentance	0.46938775510204084	68	114	True
suffered	0.46932515337423314	622	928	True
debts	0.46919431279620855	181	280	True
youngster	0.4691358024691358	51	89	True
transporting	0.4691358024691358	51	89	True
adoption	0.4691075514874142	407	612	True
behavioural	0.46875	34	64	True
findings	0.4684014869888476	239	365	True
timely	0.4684014869888476	239	365	True
permanently	0.46835443037974683	602	898	True
induced	0.46835443037974683	128	202	True
inadequate	0.46794871794871795	126	199	True
taxpayer	0.46788990825688076	297	450	True
friendliest	0.46774193548387094	32	61	True
shortness	0.46774193548387094	32	61	True
familial	0.46774193548387094	32	61	True
emphasizing	0.46774193548387094	32	61	True
articulated	0.4675324675324675	47	83	True
compulsory	0.46745562130177515	139	218	True
pensioners	0.4673913043478261	62	105	True
erg	0.4673913043478261	62	105	True
voluntary	0.46733668341708545	169	262	True
conducting	0.46733668341708545	169	262	True
supervision	0.46715328467153283	107	171	True
representation	0.4671328671328671	685	1019	True
forcing	0.4669642857142857	1090	1613	True
publication	0.4669421487603306	212	325	True
medicare	0.466824644549763	392	589	True
danger	0.46676737160120846	1294	1912	True
normality	0.4666666666666667	45	80	True
aims	0.4666666666666667	240	366	True
wallets	0.4666666666666667	195	300	True
acquisition	0.4666666666666667	150	234	True
artemis	0.4666666666666667	45	80	True
migrate	0.4666666666666667	120	190	True
confinement	0.4666666666666667	45	80	True
semitic	0.4666666666666667	45	80	True
quarrel	0.4666666666666667	30	58	True
characteristics	0.4664179104477612	238	363	True
sentiments	0.46632124352331605	163	253	True
sentenced	0.46629213483146065	148	231	True
locked	0.46623931623931625	2310	3401	True
characteristic	0.46616541353383456	103	165	True
bullies	0.46607669616519176	309	467	True
venus	0.4660633484162896	191	294	True
visible	0.4660529344073648	839	1244	True
ramble	0.46601941747572817	73	121	True
hanks	0.4659090909090909	58	99	True
obeying	0.4659090909090909	58	99	True
iq	0.4658703071672355	556	829	True
untreated	0.4657534246575342	43	77	True
condolences	0.4656964656964657	451	675	True
spicy	0.4656964656964657	451	675	True
unpaid	0.46568627450980393	174	269	True
guided	0.46564885496183206	232	354	True
spike	0.4656319290465632	421	631	True
therapeutic	0.4656084656084656	159	247	True
unbearable	0.46511627906976744	228	348	True
na	0.4649749821300929	11162	16366	True
premium	0.4648033126293996	936	1385	True
overtaken	0.4647887323943662	41	74	True
palpitations	0.4647887323943662	41	74	True
teases	0.4647887323943662	41	74	True
fertilizer	0.46464646464646464	69	115	True
rapidly	0.46454767726161367	379	569	True
reversal	0.4645161290322581	125	197	True
removing	0.4644268774703557	982	1452	True
coupon	0.4642857142857143	362	544	True
ko	0.46390598768886404	1757	2586	True
postponing	0.463768115942029	39	71	True
critical	0.46368715083798884	1581	2328	True
ho	0.4635691657866948	917	1356	True
mermaid	0.4635416666666667	162	251	True
logistics	0.4635036496350365	244	371	True
automate	0.4634146341463415	93	150	True
scholars	0.4634146341463415	216	330	True
prices	0.4633162142333089	2696	3959	True
identify	0.463229078613694	1153	1701	True
upkeep	0.4631578947368421	65	109	True
medicine	0.4631317315658658	1177	1736	True
condone	0.4630541871921182	173	267	True
stolen	0.4629780309194467	1199	1768	True
benefitting	0.4626865671641791	37	68	True
adhering	0.4626865671641791	37	68	True
malpractice	0.4626865671641791	37	68	True
persons	0.46227709190672156	699	1036	True
ashe	0.46226415094339623	76	125	True
silicone	0.46218487394957986	89	144	True
progressive	0.4621212121212121	894	1321	True
aged	0.46208869814020026	669	992	True
legislative	0.4619289340101523	167	258	True
ga	0.4618991793669402	823	1217	True
posting	0.4615725359911406	4485	6569	True
orchestrated	0.46153846153846156	74	122	True
vacancies	0.46153846153846156	74	122	True
worker	0.46153846153846156	880	1300	True
mythology	0.46153846153846156	152	236	True
germ	0.46153846153846156	35	65	True
syllabus	0.46153846153846156	113	179	True
fixation	0.46153846153846156	48	84	True
susceptible	0.46153846153846156	113	179	True
safe	0.461520190023753	8390	12276	True
crops	0.4611872146118721	189	290	True
provided	0.46112115732368897	1629	2394	True
sonic	0.4610027855153203	688	1019	True
adaptation	0.46096654275092935	239	363	True
grocery	0.46083418107833163	953	1406	True
prisons	0.4608294930875576	187	287	True
overlords	0.4606741573033708	59	100	True
conflict	0.46062992125984253	986	1454	True
collapsing	0.4605263157894737	122	192	True
neurologist	0.4605263157894737	46	81	True
ban	0.46048472075869334	2817	4128	True
domestic	0.460431654676259	943	1391	True
coups	0.4603174603174603	33	62	True
downing	0.4603174603174603	96	154	True
adopt	0.46016260162601624	585	868	True
subscriptions	0.46	120	189	True
eds	0.45977011494252873	57	97	True
irrigation	0.4594594594594595	44	78	True
blinders	0.4594594594594595	81	132	True
pests	0.4594594594594595	44	78	True
fez	0.45901639344262296	31	59	True
tooling	0.45901639344262296	31	59	True
novella	0.45901639344262296	31	59	True
constitute	0.4589041095890411	116	183	True
deceptive	0.45871559633027525	79	129	True
storming	0.45864661654135336	103	164	True
catalogue	0.45864661654135336	103	164	True
harass	0.4584717607973422	271	409	True
enrichment	0.4583333333333333	42	75	True
detach	0.4583333333333333	42	75	True
geographical	0.4583333333333333	66	110	True
hundreds	0.4579630895420369	1433	2103	True
borders	0.45794392523364486	719	1062	True
gifted	0.45790554414784396	457	680	True
dunking	0.4578313253012048	53	91	True
mindful	0.4578313253012048	219	333	True
assured	0.4576271186440678	383	572	True
scrolled	0.45751633986928103	123	193	True
xy	0.4574468085106383	64	107	True
upholding	0.4574468085106383	64	107	True
parent	0.4572072072072072	1746	2558	True
slagging	0.45714285714285713	40	72	True
peril	0.45714285714285713	75	123	True
chancellor	0.45695364238410596	121	190	True
quantitative	0.4567901234567901	51	88	True
patriarchal	0.4567901234567901	51	88	True
lumped	0.4567901234567901	51	88	True
traveller	0.45652173913043476	62	104	True
exposure	0.45643153526970953	693	1023	True
prospective	0.4563758389261745	119	187	True
academics	0.4563106796116505	176	270	True
engagement	0.4563106796116505	691	1020	True
manufacture	0.45614035087719296	141	219	True
stench	0.45614035087719296	84	136	True
identification	0.45604395604395603	152	235	True
sending	0.4559429041998353	3613	5274	True
greed	0.4559322033898305	560	829	True
northerners	0.45588235294117646	38	69	True
decor	0.45588235294117646	106	168	True
embroidery	0.45588235294117646	38	69	True
rising	0.45577617328519854	1078	1583	True
testifying	0.45569620253164556	49	85	True
absolute	0.45565749235474007	3240	4730	True
imagine	0.4554360557981046	9361	13638	True
anarchists	0.45535714285714285	82	133	True
governance	0.45535714285714285	418	622	True
violation	0.4551282051282051	594	878	True
representatives	0.455	370	552	True
rabbit	0.454855195911414	557	824	True
optional	0.4547563805104408	401	597	True
contribute	0.4547187797902765	1019	1496	True
criticised	0.45454545454545453	80	130	True
anti-semitic	0.45454545454545453	80	130	True
grinders	0.45454545454545453	36	66	True
voting	0.4543940795559667	5375	7831	True
cycles	0.4542372881355932	265	399	True
supporting	0.453989703989704	3078	4489	True
celebrity	0.4539877300613497	785	1155	True
labour	0.45374653098982426	2132	3113	True
factual	0.45364238410596025	272	409	True
february	0.45355587808417996	1348	1973	True
earning	0.45348837209302323	486	720	True
outdoor	0.45348837209302323	400	595	True
femininity	0.45348837209302323	56	95	True
condemned	0.4533898305084746	206	313	True
occupational	0.4533333333333333	45	79	True
zealots	0.4533333333333333	45	79	True
trusted	0.4532293986636971	868	1275	True
si	0.453125	802	1179	True
trainings	0.453125	34	63	True
crocodile	0.453125	98	156	True
santos	0.453125	98	156	True
members	0.4529946226590024	5363	7806	True
devour	0.452991452991453	87	140	True
begs	0.4527027027027027	118	185	True
acknowledge	0.4526627218934911	984	1443	True
certified	0.45263157894736844	445	660	True
arrivals	0.4523809523809524	54	92	True
boggling	0.4523809523809524	96	153	True
immense	0.45224719101123595	326	487	True
qualities	0.45219638242894056	357	532	True
resonates	0.45217391304347826	85	137	True
surgeons	0.45217391304347826	85	137	True
virtually	0.4521072796934866	492	728	True
trafficked	0.4520547945205479	43	76	True
perpetrator	0.4519230769230769	74	121	True
deceased	0.4517766497461929	167	256	True
tuna	0.45161290322580644	187	285	True
accumulate	0.45161290322580644	125	195	True
supplies	0.45161290322580644	652	960	True
confidently	0.45161290322580644	156	240	True
boone	0.45161290322580644	63	105	True
propagating	0.45161290322580644	32	60	True
approvals	0.45161290322580644	32	60	True
overwork	0.45161290322580644	32	60	True
including	0.4515840343654913	5557	8080	True
dia	0.451505016722408	269	404	True
democratic	0.45140515222482436	1678	2449	True
staffing	0.45132743362831856	83	134	True
fangs	0.45121951219512196	52	89	True
vital	0.451114922813036	553	816	True
carlos	0.45104895104895104	256	385	True
indoors	0.45104895104895104	256	385	True
urge	0.4508975712777191	917	1344	True
labor	0.45087585681645087	1283	1875	True
clippers	0.45084745762711864	265	398	True
inform	0.4508426966292135	682	1003	True
oman	0.4507042253521127	41	73	True
cozy	0.45054945054945056	243	366	True
missionary	0.45045045045045046	81	131	True
throbbing	0.45045045045045046	81	131	True
discipline	0.4503311258278146	574	846	True
medication	0.45026881720430106	714	1049	True
baba	0.4502262443438914	412	611	True
telecommunications	0.45	30	57	True
tornadoes	0.45	50	86	True
plush	0.45	110	173	True
conservative	0.4499723604201216	1779	2593	True
believers	0.4497816593886463	199	302	True
treasury	0.44976076555023925	179	273	True
platonic	0.44936708860759494	128	199	True
renewable	0.4492753623188406	177	270	True
consultations	0.4492753623188406	39	70	True
artists	0.4492481203007519	2098	3054	True
slapping	0.44921875	226	341	True
crossing	0.4492099322799097	856	1254	True
associations	0.4491525423728814	88	141	True
influx	0.4491017964071856	137	212	True
residents	0.4490358126721763	696	1022	True
mamas	0.44881889763779526	97	154	True
healthy	0.4487720168692632	4001	5810	True
bipartisan	0.4486486486486487	155	238	True
arc	0.44841269841269843	978	1430	True
moderates	0.4482758620689655	86	138	True
educator	0.4482758620689655	86	138	True
compass	0.44813278008298757	211	319	True
mayor	0.4479578392621871	729	1069	True
considerate	0.4479166666666667	162	248	True
machinery	0.44785276073619634	133	206	True
veer	0.44776119402985076	37	67	True
perversion	0.44776119402985076	37	67	True
singular	0.4476987447698745	209	316	True
appealed	0.44761904761904764	75	122	True
compromised	0.4475920679886686	323	481	True
rendered	0.44751381215469616	151	232	True
funded	0.4474885844748858	627	921	True
sunflower	0.4473684210526316	84	135	True
replying	0.4472843450479233	909	1329	True
sheep	0.44715447154471544	708	1038	True
flagged	0.44711538461538464	178	271	True
explore	0.44700082169268696	1187	1731	True
manufacturing	0.44676409185803756	449	663	True
conditions	0.4467488789237668	1754	2551	True
processed	0.44662921348314605	326	485	True
peer	0.44662921348314605	326	485	True
honourable	0.44654088050314467	129	200	True
intervene	0.44651162790697674	185	281	True
distributing	0.44642857142857145	82	132	True
facing	0.4463768115942029	1350	1966	True
wingers	0.4463276836158192	147	226	True
clapped	0.4462809917355372	91	145	True
science	0.44624138963761606	3309	4799	True
biryani	0.4461538461538462	35	64	True
